date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,DayCategory
1/6/2015,1.0,2,Tuesday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.858143939,Weekday
1/6/2015,1.0,1,Tuesday,1,0.8,26.16,1187.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/6/2015,1.0,1,Tuesday,9,0.8,26.16,1305.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/6/2015,1.0,2,Tuesday,10,0.75,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.809640152,Weekday
1/6/2015,1.0,2,Tuesday,2,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.805909091,Weekday
1/6/2015,1.0,1,Tuesday,2,0.8,28.08,716.0,10350.0,50,0.0,0,0,57.5,0.800594466,Weekday
1/6/2015,1.0,1,Tuesday,4,0.8,28.08,925.0,10350.0,50,0.0,0,0,57.5,0.800594466,Weekday
1/6/2015,1.0,1,Tuesday,3,0.8,19.87,963.0,9900.0,50,0.0,0,0,55.0,0.800273829,Weekday
1/6/2015,1.0,1,Tuesday,12,0.8,11.61,1101.0,5310.0,50,0.0,0,0,31.5,0.800140969,Weekday
1/6/2015,1.0,1,Tuesday,7,0.8,25.9,1035.0,10170.0,38,0.0,0,0,56.5,0.800128721,Weekday
1/6/2015,1.0,1,Tuesday,8,0.8,25.9,1083.0,10170.0,38,0.0,0,0,56.5,0.800128721,Weekday
1/6/2015,1.0,1,Tuesday,6,0.8,11.61,910.0,4470.0,38,0.0,0,0,31.5,0.80007657,Weekday
1/6/2015,1.0,1,Tuesday,10,0.75,28.08,1209.0,10530.0,45,0.0,0,0,58.5,0.750545455,Weekday
1/6/2015,1.0,1,Tuesday,11,0.75,19.31,590.0,9900.0,45,0.0,0,0,55.0,0.750057851,Weekday
1/6/2015,1.0,2,Tuesday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.681060606,Weekday
1/6/2015,1.0,1,Tuesday,5,0.65,21.98,808.0,10440.0,35,0.0,0,0,58.0,0.649983281,Weekday
1/6/2015,1.0,2,Tuesday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.61625,Weekday
1/7/2015,1.0,2,Wednesday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.951420455,Weekday
1/7/2015,1.0,2,Wednesday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.880530303,Weekday
1/7/2015,1.0,1,Wednesday,1,0.8,26.16,1179.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/7/2015,1.0,1,Wednesday,9,0.8,26.16,1324.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/7/2015,1.0,1,Wednesday,8,0.8,25.9,1135.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/7/2015,1.0,2,Wednesday,3,0.75,4.15,1190.4659913169319,2700.0,0,0.0,0,0,15.0,0.83,Weekday
1/7/2015,1.0,2,Wednesday,4,0.8,3.94,1190.4659913169319,4440.0,0,0.0,0,0,18.0,0.827186544,Weekday
1/7/2015,1.0,2,Wednesday,2,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.813371212,Weekday
1/7/2015,1.0,2,Wednesday,10,0.75,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.805909091,Weekday
1/7/2015,1.0,2,Wednesday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.804640152,Weekday
1/7/2015,1.0,1,Wednesday,2,0.8,28.08,776.0,10350.0,63,0.0,0,0,57.5,0.800594466,Weekday
1/7/2015,1.0,1,Wednesday,4,0.8,28.08,990.0,10350.0,50,0.0,0,0,57.5,0.800594466,Weekday
1/7/2015,1.0,1,Wednesday,6,0.8,11.41,986.0,5490.0,50,0.0,0,0,30.5,0.800343766,Weekday
1/7/2015,1.0,1,Wednesday,3,0.8,19.87,924.0,9900.0,50,0.0,0,0,55.0,0.800273829,Weekday
1/7/2015,1.0,1,Wednesday,12,0.8,11.61,1120.0,5670.0,50,0.0,0,0,31.5,0.800246753,Weekday
1/7/2015,1.0,1,Wednesday,7,0.8,25.9,1066.0,10170.0,50,0.0,0,0,56.5,0.800128721,Weekday
1/7/2015,1.0,1,Wednesday,10,0.75,28.08,1144.0,10530.0,69,0.0,0,0,58.5,0.8,Weekday
1/7/2015,1.0,1,Wednesday,5,0.7,21.98,413.0,9720.0,40,0.0,0,0,58.0,0.700480831,Weekday
1/7/2015,1.0,2,Wednesday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.681060606,Weekday
1/7/2015,1.0,2,Wednesday,6,0.8,2.9,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.666515152,Weekday
1/7/2015,1.0,1,Wednesday,11,0.8,31.83,568.0,9900.0,40,0.0,0,0,55.0,0.4276613622499999,Weekday
1/7/2015,1.0,2,Wednesday,5,0.7,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.4276613622499999,Weekday
1/8/2015,2.0,2,Thursday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.947689394,Weekday
1/8/2015,2.0,2,Thursday,4,0.8,3.94,1190.4659913169319,12600.0,0,0.0,0,0,20.0,0.919905405,Weekday
1/8/2015,2.0,1,Thursday,9,0.8,26.16,1216.0,10620.0,88,0.0,0,0,59.0,0.900215716,Weekday
1/8/2015,2.0,2,Thursday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.891723485,Weekday
1/8/2015,2.0,1,Thursday,1,0.8,26.16,1189.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/8/2015,2.0,1,Thursday,4,0.8,28.08,942.0,10530.0,75,0.0,0,0,58.5,0.850181818,Weekday
1/8/2015,2.0,1,Thursday,7,0.8,25.9,1050.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/8/2015,2.0,1,Thursday,8,0.8,25.9,1026.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/8/2015,2.0,2,Thursday,2,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.835757576,Weekday
1/8/2015,2.0,2,Thursday,5,0.7,4.15,1190.4659913169319,3840.0,0,0.0,0,0,8.0,0.821354167,Weekday
1/8/2015,2.0,1,Thursday,2,0.8,28.08,783.0,10050.0,63,0.0,0,0,58.5,0.800497246,Weekday
1/8/2015,2.0,1,Thursday,3,0.8,19.87,857.0,9900.0,50,0.0,0,0,55.0,0.800273829,Weekday
1/8/2015,2.0,1,Thursday,12,0.8,11.61,548.0,15090.0,63,0.0,0,0,31.5,0.800107143,Weekday
1/8/2015,2.0,1,Thursday,6,0.8,11.41,411.0,14640.0,50,0.0,0,0,30.5,0.800024932,Weekday
1/8/2015,2.0,1,Thursday,10,0.75,28.08,1066.0,10530.0,69,0.0,0,0,58.5,0.8,Weekday
1/8/2015,2.0,2,Thursday,10,0.75,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.779791667,Weekday
1/8/2015,2.0,2,Thursday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.735984848,Weekday
1/8/2015,2.0,2,Thursday,3,0.75,4.15,1190.4659913169319,2160.0,0,0.0,0,0,12.0,0.712626263,Weekday
1/8/2015,2.0,2,Thursday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.681060606,Weekday
1/8/2015,2.0,2,Thursday,11,0.8,4.15,1190.4659913169319,900.0,0,0.0,0,0,5.0,0.515606061,Weekday
1/8/2015,2.0,1,Thursday,5,0.7,42.41,724.0,10260.0,0,0.0,0,0,57.0,0.4276613622499999,Weekday
1/10/2015,2.0,2,Saturday,1,0.8,3.94,1190.4659913169319,2160.0,0,0.0,0,0,8.0,0.985,Weekend
1/10/2015,2.0,2,Saturday,3,0.75,4.15,1190.4659913169319,2760.0,0,0.0,0,0,12.0,0.930340376,Weekend
1/10/2015,2.0,2,Saturday,4,0.8,3.94,1190.4659913169319,6000.0,0,0.0,0,0,20.0,0.911589744,Weekend
1/10/2015,2.0,2,Saturday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.858143939,Weekend
1/10/2015,2.0,1,Saturday,9,0.8,26.16,1122.0,10620.0,75,0.0,0,0,59.0,0.851174114,Weekend
1/10/2015,2.0,1,Saturday,7,0.8,25.9,970.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekend
1/10/2015,2.0,1,Saturday,8,0.8,25.9,1158.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekend
1/10/2015,2.0,2,Saturday,10,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.846950758,Weekend
1/10/2015,2.0,2,Saturday,11,0.8,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.817424242,Weekend
1/10/2015,2.0,2,Saturday,2,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.817102273,Weekend
1/10/2015,2.0,1,Saturday,4,0.8,28.08,660.0,10440.0,63,0.0,0,0,58.0,0.801028213,Weekend
1/10/2015,2.0,1,Saturday,2,0.8,28.08,749.0,10350.0,63,0.0,0,0,57.5,0.800594466,Weekend
1/10/2015,2.0,1,Saturday,12,0.8,11.61,893.0,4710.0,50,0.0,0,0,31.5,0.800346445,Weekend
1/10/2015,2.0,1,Saturday,6,0.8,11.41,887.0,5490.0,50,0.0,0,0,30.5,0.800343766,Weekend
1/10/2015,2.0,1,Saturday,1,0.8,26.16,1335.0,10620.0,63,0.0,0,0,59.0,0.800117103,Weekend
1/10/2015,2.0,1,Saturday,10,0.8,28.08,1082.0,10530.0,63,0.0,0,0,58.5,0.8,Weekend
1/10/2015,2.0,1,Saturday,3,0.75,19.87,1075.0,7080.0,45,0.0,0,0,56.0,0.750098351,Weekend
1/10/2015,2.0,2,Saturday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.670075758,Weekend
1/10/2015,2.0,2,Saturday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.628882576,Weekend
1/11/2015,2.0,2,Sunday,3,0.75,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.93532197,Weekend
1/11/2015,2.0,2,Sunday,4,0.8,3.94,1190.4659913169319,3600.0,0,0.0,0,0,20.0,0.925643939,Weekend
1/11/2015,2.0,1,Sunday,9,0.8,26.16,1095.0,10620.0,88,0.0,0,0,59.0,0.900215716,Weekend
1/11/2015,2.0,2,Sunday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.873068182,Weekend
1/11/2015,2.0,2,Sunday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.858143939,Weekend
1/11/2015,2.0,1,Sunday,1,0.8,26.16,1383.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekend
1/11/2015,2.0,1,Sunday,7,0.8,25.9,1012.0,10170.0,45,0.0,0,0,56.5,0.850136766,Weekend
1/11/2015,2.0,1,Sunday,8,0.8,25.9,1209.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekend
1/11/2015,2.0,2,Sunday,10,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.828295455,Weekend
1/11/2015,2.0,2,Sunday,2,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.820833333,Weekend
1/11/2015,2.0,1,Sunday,6,0.8,11.41,887.0,5490.0,50,0.0,0,0,30.5,0.800343766,Weekend
1/11/2015,2.0,1,Sunday,12,0.8,11.61,896.0,5670.0,50,0.0,0,0,31.5,0.800246753,Weekend
1/11/2015,2.0,1,Sunday,2,0.8,28.08,805.0,10530.0,63,0.0,0,0,58.5,0.8,Weekend
1/11/2015,2.0,1,Sunday,10,0.8,28.08,762.0,10530.0,38,0.0,0,0,58.5,0.8,Weekend
1/11/2015,2.0,1,Sunday,3,0.8,19.87,1043.0,6420.0,0,0.0,0,0,55.0,0.690182815,Weekend
1/11/2015,2.0,2,Sunday,11,0.8,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.668087121,Weekend
1/11/2015,2.0,2,Sunday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.653598485,Weekend
1/11/2015,2.0,1,Sunday,11,0.6,12.52,831.0,9540.0,30,0.0,0,0,53.0,0.600229846,Weekend
1/11/2015,2.0,2,Sunday,6,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.597348485,Weekend
1/11/2015,2.0,2,Sunday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.590435606,Weekend
1/11/2015,2.0,1,Sunday,4,0.8,50.48,562.0,10440.0,0,0.0,0,0,58.0,0.473134796,Weekend
1/11/2015,2.0,1,Sunday,5,0.6,20.79,1208.0,7980.0,0,0.0,0,0,57.0,0.452979626,Weekend
1/12/2015,2.0,2,Monday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.955151515,Weekday
1/12/2015,2.0,2,Monday,3,0.8,4.15,1190.4659913169319,1800.0,0,0.0,0,0,10.0,0.905454545,Weekday
1/12/2015,2.0,2,Monday,2,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.880530303,Weekday
1/12/2015,2.0,2,Monday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.858143939,Weekday
1/12/2015,2.0,1,Monday,1,0.8,26.16,1099.0,8220.0,75,0.0,0,0,59.0,0.850522167,Weekday
1/12/2015,2.0,1,Monday,9,0.8,26.16,1093.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/12/2015,2.0,1,Monday,7,0.8,25.9,1031.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/12/2015,2.0,1,Monday,8,0.8,25.9,1233.0,10170.0,60,0.0,0,0,56.5,0.850136766,Weekday
1/12/2015,2.0,2,Monday,6,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.817424242,Weekday
1/12/2015,2.0,2,Monday,5,0.65,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.809564394,Weekday
1/12/2015,2.0,1,Monday,3,0.8,19.87,941.0,9900.0,0,0.0,0,0,55.0,0.800273829,Weekday
1/12/2015,2.0,1,Monday,6,0.8,11.41,843.0,5670.0,50,0.0,0,0,31.5,0.800181818,Weekday
1/12/2015,2.0,1,Monday,12,0.8,11.61,760.0,4470.0,50,0.0,0,0,31.5,0.80007657,Weekday
1/12/2015,2.0,1,Monday,2,0.8,28.08,737.0,10530.0,63,0.0,0,0,58.5,0.8,Weekday
1/12/2015,2.0,2,Monday,8,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.725,Weekday
1/12/2015,2.0,1,Monday,10,0.8,50.48,381.0,6930.0,45,0.0,0,0,58.5,0.688557555,Weekday
1/12/2015,2.0,1,Monday,5,0.65,20.79,1141.0,8460.0,0,0.0,0,0,59.0,0.650040783,Weekday
1/12/2015,2.0,1,Monday,11,0.65,12.52,1004.0,9540.0,44,0.0,0,0,53.0,0.64998056,Weekday
1/12/2015,2.0,2,Monday,7,0.8,2.9,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.648106061,Weekday
1/12/2015,2.0,2,Monday,11,0.8,4.15,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.640577652,Weekday
1/12/2015,2.0,2,Monday,10,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.4276613622499999,Weekday
1/13/2015,2.0,2,Tuesday,1,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,2.0,0.951420455,Weekday
1/13/2015,2.0,2,Tuesday,10,0.8,3.94,1190.4659913169319,5400.0,0,0.0,0,0,20.0,0.912766667,Weekday
1/13/2015,2.0,2,Tuesday,3,0.8,4.15,1190.4659913169319,1620.0,0,0.0,0,0,9.0,0.901262626,Weekday
1/13/2015,2.0,2,Tuesday,9,0.8,3.94,1190.4659913169319,1440.0,0,0.0,0,0,8.0,0.858143939,Weekday
1/13/2015,2.0,1,Tuesday,1,0.8,26.16,1073.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
1/13/2015,2.0,1,Tuesday,9,0.8,26.16,1156.0,10620.0,75,0.0,0,0,59.0,0.850502311,Weekday
