department,day,targeted_productivity,smv,wip,over_time,incentive,no_of_workers,actual_productivity,productivity_difference,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,team_1,team_10,team_11,team_12,team_2,team_3,team_4,team_5,team_6,team_7,team_8,team_9
0,2,0,3,1190,6600,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,26,1278,7080,60,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,25,1227,7020,60,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,25,1039,6780,45,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,28,878,4260,50,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,26,1033,7080,63,59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,28,782,6660,50,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,0,11,1216,6975,50,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,3,1190,960,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,3,1190,4320,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,0,19,513,6480,45,54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2,0,19,734,6600,45,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,0,28,1202,6900,40,57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,2,1190,960,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,2,1190,960,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,45,884,6960,26,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,4,1190,960,0,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,3,1190,1920,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,1190,2400,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,3,1190,3840,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,4,1190,1920,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,26,1227,7080,75,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1190,1920,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,1190,960,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,25,1255,6780,50,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,25,1047,6780,38,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,26,1138,7080,63,59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,19,678,4800,50,55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,11,712,7200,50,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,11,1037,7200,50,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,28,757,6900,50,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,28,759,6900,50,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,2,1190,960,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1190,960,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,28,1083,7020,45,58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,19,944,6600,45,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,3,1190,960,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,2,1190,960,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,21,666,6960,23,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,3,1190,4440,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,3,1190,1440,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,4,1190,1800,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4,0,4,1190,2700,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,3,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,26,1187,10620,75,59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4,0,26,1305,10620,75,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,3,1190,1440,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,3,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,0,28,716,10350,50,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,0,28,925,10350,50,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,0,19,963,9900,50,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4,0,11,1101,5310,50,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,25,1035,10170,38,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,0,25,1083,10170,38,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,11,910,4470,38,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0,28,1209,10530,45,58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,0,19,590,9900,45,55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,2,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,21,808,10440,35,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,2,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,3,1190,1440,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,3,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,26,1179,10620,75,59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,0,26,1324,10620,75,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,25,1135,10170,60,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,0,4,1190,2700,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5,0,3,1190,4440,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,3,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,0,3,1190,1440,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,0,2,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,0,28,776,10350,63,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,0,28,990,10350,50,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,0,11,986,5490,50,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,0,19,924,9900,50,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5,0,11,1120,5670,50,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,25,1066,10170,50,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,0,28,1144,10530,69,58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0,21,413,9720,40,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0,2,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,0,2,1190,1800,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,0,31,568,9900,40,55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5,0,4,1190,1440,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,3,1190,1440,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,12600,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,26,1216,10620,88,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,0,26,1189,10620,75,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,28,942,10530,75,58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,25,1050,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,25,1026,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,4,1190,3840,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,28,783,10050,63,58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,0,19,857,9900,50,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,0,11,548,15090,63,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,0,11,411,14640,50,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,28,1066,10530,69,58,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,4,1190,2160,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,4,1190,900,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,0,42,724,10260,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,3,1190,2160,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4,1190,2760,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,3,1190,6000,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,26,1122,10620,75,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,25,970,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,25,1158,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,4,1190,1440,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,28,660,10440,63,58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,28,749,10350,63,57,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,11,893,4710,50,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,11,887,5490,50,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,26,1335,10620,63,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,28,1082,10530,63,58,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,19,1075,7080,45,56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,4,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,3,1190,3600,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,26,1095,10620,88,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,3,1190,1440,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,26,1383,10620,75,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,25,1012,10170,45,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,25,1209,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,0,11,887,5490,50,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,0,11,896,5670,50,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,28,805,10530,63,58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,0,28,762,10530,38,58,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,0,19,1043,6420,0,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,4,1190,1440,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,12,831,9540,30,53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,0,50,562,10440,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,20,1208,7980,0,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,3,1190,1440,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,1190,1800,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,26,1099,8220,75,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,26,1093,10620,75,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,25,1031,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,25,1233,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,4,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,19,941,9900,0,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,11,843,5670,50,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,11,760,4470,50,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,28,737,10530,63,58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,50,381,6930,45,58,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,20,1141,8460,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,12,1004,9540,44,53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4,1190,1440,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,3,1190,1440,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,3,1190,5400,0,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,4,1190,1620,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,26,1073,10620,75,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4,0,26,1156,10620,75,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,25,1211,10260,60,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,25,1126,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,4,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,0,11,1004,5670,50,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0,11,1063,5670,50,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,28,723,10530,50,58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,0,42,465,9900,54,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,4,1190,1440,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4,0,27,530,9540,37,53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4,0,20,1297,10440,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0,4,1190,1980,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5,0,25,1150,10170,70,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,3,1190,1440,0,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,4,1190,1440,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0,3,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,26,1232,10620,75,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,25,1218,10170,60,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,4,1190,1440,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5,0,11,1159,2970,50,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,11,972,5670,38,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,0,26,1092,10620,63,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,0,20,965,7320,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0,2,1190,1440,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5,0,22,816,5100,23,57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,3,1190,1260,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0,51,1086,4260,27,57,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,0,3,1190,1260,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
